repo,pr_number,pr_title,pr_url,comment_body,comment_url,reply_body,created_at,title,bug_category,severity,quality_score,llm_reasoning,evaluated_at
onyx-dot-app/onyx,8194,fix(craft): snapshot restore,https://github.com/onyx-dot-app/onyx/pull/8194,"**Signature mismatch breaks interface**
`SandboxManager.health_check` is declared as `health_check(self, sandbox_id, timeout: float = 60.0)` in `backend/onyx/server/features/build/sandbox/base.py:261`, and call sites pass `timeout=` (e.g., `backend/onyx/server/features/build/api/sessions_api.py:384`, `backend/onyx/server/features/build/session/manager.py:491`). This PR changes `LocalSandboxManager.health_check` to drop the `timeout` parameter (`backend/onyx/server/features/build/sandbox/local/local_sandbox_manager.py:659`), which will raise `TypeError: got an unexpected keyword argument 'timeout'` when the local backend is used. Keep the method signature compatible (accept `timeout` even if unused).",https://github.com/onyx-dot-app/onyx/pull/8194#discussion_r2777021486,,2026-02-07T04:50:18.677000,Method signature mismatch causes TypeError at runtime,type_error,high,8,"The comment identifies a concrete interface violation where LocalSandboxManager.health_check drops the timeout parameter that the base class and all call sites expect, which will cause a TypeError when the local backend is used. This is a real runtime bug that would break functionality.",2026-02-09T18:30:46.442785+00:00
useautumn/autumn,702,feat: add discounts to attach v2,https://github.com/useautumn/autumn/pull/702,"**Wrong Stripe env used**
`createStripeCli` is instantiated with `env: fullCustomer.env` here, but this code is inside billing flows that otherwise operate on the request context (`ctx.org`/`ctx.env`). If `fullCustomer.env` can differ from `ctx.env` (e.g. cross-env reads or overridden customer env), discount resolution will hit the wrong Stripe account and either fail to resolve valid IDs or apply unintended coupons.

Use `env: ctx.env` (or otherwise ensure the Stripe env source is consistent across the billing context setup).

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: server/src/internal/billing/v2/providers/stripe/setup/fetchStripeDiscountsForBilling.ts
Line: 75:77

Comment:
**Wrong Stripe env used**
`createStripeCli` is instantiated with `env: fullCustomer.env` here, but this code is inside billing flows that otherwise operate on the request context (`ctx.org`/`ctx.env`). If `fullCustomer.env` can differ from `ctx.env` (e.g. cross-env reads or overridden customer env), discount resolution will hit the wrong Stripe account and either fail to resolve valid IDs or apply unintended coupons.

Use `env: ctx.env` (or otherwise ensure the Stripe env source is consistent across the billing context setup).

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/useautumn/autumn/pull/702#discussion_r2780260424,,2026-02-09T01:57:13.004000,Wrong Stripe environment could apply discounts to wrong account,logic,high,8,"This is a meaningful logic bug where using the customer's environment instead of the request context's environment could cause billing operations to hit the wrong Stripe account. This could result in failed discount resolutions or applying unintended coupons to customers, which has real financial and user impact in production. The catch requires understanding the billing flow context and how different environment sources could diverge.",2026-02-09T20:23:03.262628+00:00
posthog/posthog,47301,fix(cdp): request payload limitation for cdp-api,https://github.com/PostHog/posthog/pull/47301,"**Body limit bypass via missing length**

`publicBodySizeLimit` relies solely on the `content-length` header (`parseInt(req.headers['content-length'] || '0', 10)`), so requests that omit or spoof `Content-Length` will bypass the 500KB check and still be parsed by the global `express.json({ limit: '20mb' })`. This breaks the intended protection for the public POST routes. Consider enforcing the limit using the body parser’s own limit mechanism on those routes (e.g. apply a smaller `express.json({ limit: '500kb' })` / `express.raw` limit per-route), or reject when `content-length` is missing/invalid instead of treating it as 0.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: nodejs/src/cdp/cdp-api.ts
Line: 162:169

Comment:
**Body limit bypass via missing length**

`publicBodySizeLimit` relies solely on the `content-length` header (`parseInt(req.headers['content-length'] || '0', 10)`), so requests that omit or spoof `Content-Length` will bypass the 500KB check and still be parsed by the global `express.json({ limit: '20mb' })`. This breaks the intended protection for the public POST routes. Consider enforcing the limit using the body parser’s own limit mechanism on those routes (e.g. apply a smaller `express.json({ limit: '500kb' })` / `express.raw` limit per-route), or reject when `content-length` is missing/invalid instead of treating it as 0.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/47301#discussion_r2782386926,,2026-02-09T12:32:19.319000,Body size limit bypass via missing Content-Length header,security,high,8,"Comments 1 and 2 identify the same security bypass issue - the body size limit check can be bypassed when Content-Length header is missing or spoofed. Comment 2 is more comprehensive, explaining both the bypass mechanism and providing concrete remediation suggestions. This is a meaningful security vulnerability affecting public-facing endpoints.",2026-02-09T20:23:03.262628+00:00
onyx-dot-app/onyx,8281,fix(posthog): Chat metrics for Cloud (#8278),https://github.com/onyx-dot-app/onyx/pull/8281,"**Anonymous user crash**

`distinct_id=user.email if not user.is_anonymous else tenant_id` will raise when `user is None` (e.g., no-auth/anonymous flows) because it unconditionally accesses `user.is_anonymous`. This is a runtime error on message send; keep the `user is not None` guard or use a safe attribute check before referencing `is_anonymous`.",https://github.com/onyx-dot-app/onyx/pull/8281#discussion_r2785020386,,2026-02-09T23:22:55.012000,NoneType attribute access crash in anonymous user flow,null,high,8,"This is a genuine runtime bug - accessing `user.is_anonymous` when `user is None` would cause an AttributeError crash during message sending in anonymous/no-auth flows. This is a real production issue that would affect users, not something immediately caught by static analysis since it depends on runtime authentication state.",2026-02-10T00:56:10.651343+00:00
onyx-dot-app/onyx,8280,fix(posthog): Chat metrics for Cloud (#8278),https://github.com/onyx-dot-app/onyx/pull/8280,"**Crash when user is None**
`distinct_id=user.email if not user.is_anonymous else tenant_id` will raise when `user` is `None` (this function is called with `user: User | None`). This will break chat flows that don’t have an authenticated user (e.g. no-auth/anonymous endpoints). Consider guarding with `if user is not None` (and only referencing `user.is_anonymous` when `user` exists).",https://github.com/onyx-dot-app/onyx/pull/8280#discussion_r2785019878,,2026-02-09T23:22:45.271000,NoneType attribute access crashes chat when user is None,null,high,8,"This is a real runtime bug - accessing `.email` or `.is_anonymous` on a None user object will crash chat flows for unauthenticated users. The function signature explicitly allows `User | None`, so this is a valid code path that would cause production crashes for anonymous/no-auth endpoints.",2026-02-10T00:56:10.651343+00:00
isaac-sim/isaaclab,3388,Replaces torch.norm with torch.linalg.norm for consistency,https://github.com/isaac-sim/IsaacLab/pull/3388,"**Invalid `p=` keyword**
Several reward utilities were switched to `torch.linalg.norm(..., p=2, ...)`, but `torch.linalg.norm` expects `ord=` (and `p=` will raise `TypeError`). This will crash these rewards/terminations when executed.

```suggestion
    # example fix
    goal_dist = torch.linalg.norm(object_pos - target_pos, ord=2, dim=-1)
```

Also appears in:
- `source/isaaclab_tasks/isaaclab_tasks/direct/anymal_c/anymal_c_env.py:314`
- `source/isaaclab_tasks/isaaclab_tasks/direct/anymal_c/anymal_c_env.py:723`
- `source/isaaclab_tasks/isaaclab_tasks/direct/automate/assembly_env.py:163`
- `source/isaaclab_tasks/isaaclab_tasks/direct/automate/assembly_env.py:173`
- `source/isaaclab_tasks/isaaclab_tasks/direct/automate/disassembly_env.py:164`
- `source/isaaclab_tasks/isaaclab_tasks/direct/automate/disassembly_env.py:174`
- `source/isaaclab_tasks/isaaclab_tasks/direct/factory/factory_env.py:436`
- `source/isaaclab_tasks/isaaclab_tasks/direct/forge/forge_env.py:263`
- `source/isaaclab_tasks/isaaclab_tasks/direct/franka_cabinet/franka_cabinet_env.py:346`
- `source/isaaclab_tasks/isaaclab_tasks/direct/inhand_manipulation/inhand_manipulation_env.py:358`
- `source/isaaclab_tasks/isaaclab_tasks/direct/locomotion/locomotion_env.py:398`
- `source/isaaclab_tasks/isaaclab_tasks/direct/shadow_hand_over/shadow_hand_over_env.py:557`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/deploy/mdp/rewards.py:624`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/deploy/mdp/rewards.py:711`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/deploy/mdp/rewards.py:895`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/deploy/mdp/rewards.py:907`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/deploy/mdp/rewards.py:1122`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/deploy/mdp/rewards.py:1135`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/deploy/mdp/rewards.py:1144`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/inhand/mdp/rewards.py:69`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/inhand/mdp/terminations.py:57`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/reach/mdp/rewards.py:110`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/stack/mdp/terminations.py:105`
- `source/isaaclab_tasks/isaaclab_tasks/manager_based/manipulation/stack/mdp/terminations.py:212`",https://github.com/isaac-sim/IsaacLab/pull/3388#discussion_r2777174620,,2026-02-07T06:49:57.726000,Invalid p= keyword argument causes TypeError in torch.linalg.norm,runtime,high,8,Comment 0 identifies a runtime crash where torch.linalg.norm requires 'ord=' but the code uses 'p=' from torch.norm API. This would cause TypeError crashes across 24+ locations in production code. The comment comprehensively lists all affected files.,2026-02-10T00:56:10.651343+00:00
eventual-inc/daft,5839,feat: add unity oauth m2m access token support,https://github.com/Eventual-Inc/Daft/pull/5839,"**logic:** inverted logic - returns True when token is NOT expired

`is_expired()` returns True when the token IS expired, so `not is_expired()` returns True when token is valid. this means `_token_expired()` returns True when token is still valid, causing unnecessary token refreshes on every call

```suggestion
    def _token_expired(self) -> bool:
        if self._token is None or self._expiration == 0:
            return True
        return is_expired(self._expiration)
```

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: daft/unity_catalog/auth.py
Line: 82:85

Comment:
**logic:** inverted logic - returns True when token is NOT expired

`is_expired()` returns True when the token IS expired, so `not is_expired()` returns True when token is valid. this means `_token_expired()` returns True when token is still valid, causing unnecessary token refreshes on every call

```suggestion
    def _token_expired(self) -> bool:
        if self._token is None or self._expiration == 0:
            return True
        return is_expired(self._expiration)
```

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/Eventual-Inc/Daft/pull/5839#discussion_r2663215952,Will fix,2026-01-06T00:55:34.503000,Inverted token expiration logic causes wrong refresh behavior,logic,high,8,"Comment 2 identifies a significant logic bug where the `_token_expired()` method has inverted logic - it returns True when the token is NOT expired. This would cause either unnecessary token refreshes on every call or failure to refresh when actually expired, leading to authentication failures in production.",2026-02-10T00:56:10.651343+00:00
infisical/infisical,5410,fix: gateway v2 support for hashicorp vault connection,https://github.com/Infisical/infisical/pull/5410,"**TLS verification disabled**

In the gateway v2 branch, HTTPS requests set `httpsAgent` with `rejectUnauthorized: false`, which disables certificate verification for the proxied Vault request. This makes the connection susceptible to MITM (any actor on the path to the gateway/relay can present any cert and still be trusted). If Vault is expected to use a custom CA, prefer passing an explicit CA bundle (or reusing the existing gateway TLS material) rather than disabling verification.",https://github.com/Infisical/infisical/pull/5410#discussion_r2784853732,@greptile This was for testing purposes and was planned for removal before handing off the review to a human,2026-02-09T22:30:42.624000,TLS verification disabled enables MITM attacks on Vault connections,security,critical,9,This is a significant security vulnerability - disabling TLS certificate verification (rejectUnauthorized: false) on HTTPS connections to HashiCorp Vault exposes sensitive secrets management traffic to man-in-the-middle attacks. The reviewer correctly identifies the security risk and provides a concrete remediation (use explicit CA bundle instead). This is a non-obvious security issue that could have serious production impact.,2026-02-10T00:56:10.651343+00:00
infisical/infisical,5409,feat(sso): support wildcard email domains for OIDC,https://github.com/Infisical/infisical/pull/5409,"**Overbroad wildcard matching**

The wildcard branch currently treats `*.suffix` as matching `suffix.*` too via `emailDomain.startsWith(`${suffix}.`)` (and the `includes` check is redundant if you keep an `endsWith`-style label boundary). This makes patterns like `*.example.com` incorrectly allow `user@example.com.evil` (and generally any domain with that suffix as a prefix), which defeats the allow-list check in OIDC login (`oidc-config-service.ts:741`). This should only match the exact suffix (`example.com`) or domains that end with `.${suffix}` (e.g. `team.example.com`).",https://github.com/Infisical/infisical/pull/5409#discussion_r2784796769,,2026-02-09T22:16:42.803000,Domain wildcard bypass allows unauthorized email domains in OIDC,security,critical,9,"This is a significant security vulnerability in authentication logic. The wildcard matching bug would allow attackers to bypass email domain allow-lists by using domains like 'example.com.evil', potentially gaining unauthorized access to OIDC-protected resources. This is a subtle but serious auth bypass that wouldn't be caught by static analysis tools.",2026-02-10T03:16:23.018062+00:00
useautumn/autumn,713,chore: cleaned up current api plan files to prepare for new schema,https://github.com/useautumn/autumn/pull/713,"**Missing ctx.features in mapper**
`apiPlanItem.map.v0ToProductItem` reads the feature from `ctx.features` and throws `FeatureNotFoundError` if it can’t find it. In this codepath `ctx.features` may be empty/not populated (previously this conversion was independent because it took `features: [feature]` directly), so creating a balance for a feature can start failing even when `feature` is known. Either pass an explicit feature list into the mapper (or add an overload for this callsite), or ensure `ctx.features` is populated before calling it.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: server/src/internal/balances/createBalance/prepareNewBalanceForInsertion.ts
Line: 21:30

Comment:
**Missing ctx.features in mapper**
`apiPlanItem.map.v0ToProductItem` reads the feature from `ctx.features` and throws `FeatureNotFoundError` if it can’t find it. In this codepath `ctx.features` may be empty/not populated (previously this conversion was independent because it took `features: [feature]` directly), so creating a balance for a feature can start failing even when `feature` is known. Either pass an explicit feature list into the mapper (or add an overload for this callsite), or ensure `ctx.features` is populated before calling it.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/useautumn/autumn/pull/713#discussion_r2780255990,,2026-02-09T01:54:16.568000,Missing context data causes FeatureNotFoundError during balance creation,runtime,high,8,"This catches a real runtime bug where a refactored code path no longer properly populates ctx.features before calling a mapper that depends on it, causing production failures when creating balances. The bug would cause operations to fail even when the feature data is available, requiring understanding of the data flow across the refactoring change.",2026-02-10T03:16:23.018062+00:00
posthog/posthog,47401,feat(deduplicator): expose detailed task status for rebalance reassign flow poller,https://github.com/PostHog/posthog/pull/47401,"**Revoked task re-attach broken**

`revoked_setup_tasks.remove(partition)` drops the revoked task unconditionally, but the code only re-attaches when `peeked` is `Some(Ok(Completed(_)))`. For the intended “still running or completed” behavior described in the comment, `peeked == None` means *still pending*, so this currently discards in-flight revoked imports and forces a fresh spawn (and loses the ability to poll status). This contradicts the PR goal and can increase replacement churn.

This looks like it should either re-attach when `peeked.is_none()` (still running) or avoid removing from `revoked_setup_tasks` unless you’re going to re-attach. Also note the comment says “still running or Completed(path)” but the match only handles `Completed`.


<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: rust/kafka-deduplicator/src/processor_rebalance_handler.rs
Line: 740:752

Comment:
**Revoked task re-attach broken**

`revoked_setup_tasks.remove(partition)` drops the revoked task unconditionally, but the code only re-attaches when `peeked` is `Some(Ok(Completed(_)))`. For the intended “still running or completed” behavior described in the comment, `peeked == None` means *still pending*, so this currently discards in-flight revoked imports and forces a fresh spawn (and loses the ability to poll status). This contradicts the PR goal and can increase replacement churn.

This looks like it should either re-attach when `peeked.is_none()` (still running) or avoid removing from `revoked_setup_tasks` unless you’re going to re-attach. Also note the comment says “still running or Completed(path)” but the match only handles `Completed`.


How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/47401#discussion_r2785081501,I think the comment here is confusing the bots,2026-02-09T23:45:46.513000,Revoked task re-attach logic drops in-flight imports incorrectly,logic,high,8,"This is a meaningful logic bug where the code unconditionally removes revoked tasks but only re-attaches under one specific condition (Completed), causing in-flight imports to be discarded rather than re-attached. This directly contradicts the intended behavior described in comments and could cause increased churn and lost polling ability in production. The analysis demonstrates deep understanding of the control flow and identifies the mismatch between code and intent.",2026-02-10T04:56:42.462332+00:00
beanie-brick-band/leopard,206,feat(backend): teacher API,https://github.com/Beanie-Brick-Band/leopard/pull/206,"**Flag deletion authorization**

`deleteFlag` deletes whatever `flags` document `args.flagId` points to without verifying it belongs to `args.submissionId` (or even that it’s referenced by this submission). Any instructor with access to the classroom could delete arbitrary flags (including those on other submissions) by passing their IDs. You likely want to ensure `submission.flags.includes(args.flagId)` before deleting and patching.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: packages/backend/convex/web/teacherAssignments.ts
Line: 327:330

Comment:
**Flag deletion authorization**

`deleteFlag` deletes whatever `flags` document `args.flagId` points to without verifying it belongs to `args.submissionId` (or even that it’s referenced by this submission). Any instructor with access to the classroom could delete arbitrary flags (including those on other submissions) by passing their IDs. You likely want to ensure `submission.flags.includes(args.flagId)` before deleting and patching.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/Beanie-Brick-Band/leopard/pull/206#discussion_r2771523198,,2026-02-05T23:03:52.675000,Missing authorization check allows deletion of arbitrary flags,security,high,9,"This is a significant authorization bypass vulnerability where any instructor with classroom access could delete flags on any submission by passing arbitrary flag IDs, not just flags on submissions they should have access to. This is an Insecure Direct Object Reference (IDOR) vulnerability that could allow unauthorized data manipulation across the system.",2026-02-10T04:56:42.462332+00:00
simstudioai/sim,3168,fix(mcp): harden notification system against race conditions,https://github.com/simstudioai/sim/pull/3168,"**Constructor overload mis-detect**

The overload discriminator looks inverted: `if ('config' in configOrOptions)` will be true for the *options* object, but the body treats that branch as if it were the legacy `(config, securityPolicy?)` case (it assigns `this.config = configOrOptions.config`). In the `else` branch it assigns `this.config = configOrOptions`, which will be an options object in the legacy call site and will break (e.g., `this.config.url` becomes undefined and the URL check throws). This needs to be flipped (treat `'config' in ...` as the options path, else as the legacy config path) so existing call sites keep working.",https://github.com/simstudioai/sim/pull/3168#discussion_r2780025636,"False positive — `McpServerConfig` doesn't have a config property, only `McpClientOptions` does, so the discriminator is correct.",2026-02-08T23:14:22.065000,Constructor overload discriminator logic is inverted causing runtime failures,logic,high,8,"This catches a real logic bug where the constructor's type discrimination is inverted, causing the wrong branch to execute for both call patterns. This would cause undefined property access and broken functionality in production for all existing callers. The analysis is thorough and explains exactly why both branches fail.",2026-02-10T04:56:42.462332+00:00
gtbitsofgood/juno-dashboard,61,Add ability to delete + add a file config,https://github.com/GTBitsOfGood/juno-dashboard/pull/61,"**logic:** using `row.id` (the file config ID) instead of the component's `projectId` prop will cause the delete operation to fail

```suggestion
      const deletePromises = selectedRows.map(async (row) => {
        return deleteFileConfig(projectId);
```",https://github.com/GTBitsOfGood/juno-dashboard/pull/61#discussion_r2531807284,,2025-11-16T10:27:34.537000,Wrong ID passed to delete operation causes incorrect deletion,logic,high,8,This is a meaningful logic bug where using `row.id` (the file config ID) instead of the correct `projectId` prop would cause delete operations to fail or potentially delete wrong resources. This would directly impact user functionality and could cause data integrity issues in production.,2026-02-10T04:56:42.462332+00:00
raycast/extensions,25290,Update audio-device extension,https://github.com/raycast/extensions/pull/25290,"**PowerShell injection risk**

`deviceId` is interpolated into a single-quoted PowerShell string (`'${deviceId}'`). `[System.Security.SecurityElement]::Escape()` only XML-escapes the resulting string; it does **not** make the PowerShell literal safe. If `deviceId` contains a single quote, it will break out of the string and can inject arbitrary PowerShell (e.g. `abc' ; <payload> ; '`). This is reachable if a device ID contains `'`.

Consider escaping for PowerShell single-quoted literals by doubling quotes before interpolation (e.g. replace `'` with `''`) or otherwise passing the value without string concatenation.
",https://github.com/raycast/extensions/pull/25290#discussion_r2785489118,,2026-02-10T02:38:11.161000,PowerShell command injection via unsanitized device ID,security,critical,9,"This is a legitimate command injection vulnerability where a malicious device ID containing single quotes could break out of the PowerShell string and execute arbitrary commands. The comment correctly identifies that XML escaping doesn't protect against PowerShell injection, and provides the proper fix (doubling single quotes). This is a non-obvious security flaw that could lead to arbitrary code execution.",2026-02-10T08:28:05.218233+00:00
bluedotimpact/bluedot,2043,Batch Slack alerts,https://github.com/bluedotimpact/bluedot/pull/2043,"**Global batcher state leaks**

`batchers` is a module-level `Map` that accumulates keys forever; `scheduleFlush` clears `batcher.batches` but never removes the `batchKey` entry from `batchers`. Any one-off/unique `batchKey` usage will permanently grow this map in a long-lived process (e.g. website server), which is an unbounded memory leak. Consider deleting the batcher from the map once it flushes (or when `batches` is cleared).",https://github.com/bluedotimpact/bluedot/pull/2043#discussion_r2786879905,,2026-02-10T09:40:51.207000,Unbounded memory leak in global batcher state Map,resource_leak,high,8,This catches a genuine memory leak where the module-level `batchers` Map grows indefinitely in long-lived processes because batchKey entries are never removed after flushing. This would cause production memory issues in server environments over time.,2026-02-10T12:33:31.742549+00:00
posthog/posthog,46105,fix(data-warehouse): implement adaptive chunking for API timeout errors,https://github.com/PostHog/posthog/pull/46105,"this logic causes duplicate data when timeout occurs mid-pagination. if the API successfully yields pages 1-3 then times out on page 4, the recursive call to `_fetch_with_chunk_size` will re-fetch and re-yield all data from `chunk_start` to `chunk_end` with a smaller chunk size, duplicating the already-yielded data from pages 1-3.

to fix this, track which portion of the chunk was successfully fetched before the timeout, and only retry the remaining time range. alternatively, detect timeouts before yielding any data for a chunk (i.e., on the first request only)

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: posthog/temporal/data_imports/sources/meta_ads/meta_ads.py
Line: 137:145

Comment:
this logic causes duplicate data when timeout occurs mid-pagination. if the API successfully yields pages 1-3 then times out on page 4, the recursive call to `_fetch_with_chunk_size` will re-fetch and re-yield all data from `chunk_start` to `chunk_end` with a smaller chunk size, duplicating the already-yielded data from pages 1-3.

to fix this, track which portion of the chunk was successfully fetched before the timeout, and only retry the remaining time range. alternatively, detect timeouts before yielding any data for a chunk (i.e., on the first request only)

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/46105#discussion_r2734348184,this sound like a legit concern,2026-01-28T00:24:02.990000,Duplicate data yielded on timeout retry during pagination,data_integrity,high,8,"This is a meaningful data integrity bug where timeout-triggered recursive retries would re-fetch and re-yield already-processed pages, causing duplicate records in the data warehouse. This is a subtle logic error in error recovery that wouldn't be caught by static analysis and would cause real data quality issues in production.",2026-02-10T14:41:13.725611+00:00
posthog/posthog,47311,feat: support multiple variables in materialized endpoints,https://github.com/PostHog/posthog/pull/47311,"**Duplicate placeholders break materialization**

`analyze_variables_for_materialization` iterates over `finder.variable_placeholders` and appends one `MaterializableVariable` per placeholder. If the same `{variables.foo}` appears multiple times in the query (e.g. repeated in multiple AND clauses), `result_vars` will contain duplicates with the same `code_name`. That leads `transform_query_for_materialization` to add duplicate aliased SELECT fields for the same alias, which will produce invalid HogQL/SQL (`... , <expr> AS foo, <expr> AS foo ...`). Consider deduplicating placeholders by `code_name` (or by placeholder chain) before building `result_vars`.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: products/endpoints/backend/materialization.py
Line: 91:93

Comment:
**Duplicate placeholders break materialization**

`analyze_variables_for_materialization` iterates over `finder.variable_placeholders` and appends one `MaterializableVariable` per placeholder. If the same `{variables.foo}` appears multiple times in the query (e.g. repeated in multiple AND clauses), `result_vars` will contain duplicates with the same `code_name`. That leads `transform_query_for_materialization` to add duplicate aliased SELECT fields for the same alias, which will produce invalid HogQL/SQL (`... , <expr> AS foo, <expr> AS foo ...`). Consider deduplicating placeholders by `code_name` (or by placeholder chain) before building `result_vars`.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/47311#discussion_r2783535163,"worth checking
---
oh yeah - didn't `gt submit` in time",2026-02-10T12:47:03.631000,Duplicate variable placeholders produce invalid SQL queries,logic,high,8,"This is a meaningful logic bug where duplicate variable placeholders in a query would generate invalid SQL with duplicate aliased columns, causing query failures in production. The catch requires understanding the data flow through multiple functions and isn't immediately obvious from static analysis or IDE tooling.",2026-02-10T14:41:13.725611+00:00
eventual-inc/daft,6145,refactor(arrow2): migrate the extra easy kernels to arrow-rs,https://github.com/Eventual-Inc/Daft/pull/6145,"**Binary field/type mismatch**
`Utf8Array::encode` now constructs a `BinaryArray` but passes `self.field().clone()` (an Utf8 field) into `BinaryArray::from_arrow(...)`. This breaks the invariant that the field dtype matches the physical array type, and downstream code that relies on `BinaryArray` having `DataType::Binary` can misbehave.

```suggestion
        let binary_field = self.field().as_ref().clone().with_dtype(crate::datatypes::DataType::Binary);
```
(Then pass `binary_field` to `BinaryArray::from_arrow`.)",https://github.com/Eventual-Inc/Daft/pull/6145#discussion_r2784336511,,2026-02-09T20:20:09.971000,Field/type mismatch breaks BinaryArray invariant causing downstream errors,type_error,high,8,"This catches a real data integrity bug where a Utf8 field is incorrectly passed when constructing a BinaryArray, breaking a fundamental invariant that the field dtype must match the array type. This would cause downstream code relying on BinaryArray having DataType::Binary to misbehave in production, which is a meaningful logic bug that wouldn't be caught by typical compile-time checks.",2026-02-10T16:36:19.330268+00:00
onyx-dot-app/onyx,8289,fix(llm): Fixing seeding logic for LLM Model Flow,https://github.com/onyx-dot-app/onyx/pull/8289,"**May violate unique default index**

This migration clears `is_default` for all `CHAT`/`VISION` flows and then re-sets defaults based on legacy provider flags. If the existing data has multiple providers/models matching the default criteria for a flow type, the final `UPDATE` will set multiple rows to `is_default=TRUE`, which violates `ix_one_default_per_llm_model_flow` (unique per flow type where `is_default`). That will cause the migration to fail for such DBs; it needs a deterministic single-default selection (e.g., `... WHERE mc.id = (SELECT ... LIMIT 1)`-style) or pre-normalization of legacy flags.",https://github.com/onyx-dot-app/onyx/pull/8289#discussion_r2785420799,,2026-02-10T02:10:48.709000,Migration can violate unique constraint with multiple default providers,data_integrity,high,8,"This catch identifies a real database migration bug where the UPDATE statement could set multiple rows to is_default=TRUE, violating the unique index ix_one_default_per_llm_model_flow. This would cause migration failures in production databases with multiple providers matching the default criteria - a non-obvious issue requiring understanding of both the SQL logic and database constraints.",2026-02-10T18:36:08.497705+00:00
infisical/infisical,5415,fix(permissions): add a check for empty glob paths,https://github.com/Infisical/infisical/pull/5415,"**Empty path grants broad access**

`conditions` currently omits `secretPath` when `secretPath` is falsy (`...(secretPath ? { secretPath: { $glob: secretPath } } : {})`). For a service token scope with an empty secrets path, this makes the rule match *any* `secretPath` in the given `environment`, effectively turning an invalid/empty scope into environment-wide access instead of denying it. This is a security-relevant behavior change; either reject empty `secretPath` scopes up-front or make them non-matching (e.g., force a condition that can’t match) rather than dropping the path filter.",https://github.com/Infisical/infisical/pull/5415#discussion_r2788733316,"Makes sense, we are never using the condition we have added to the $glob if we are not adding the secretPath at all.

I'm reverting the changes in the backend/src/ee/services/permission/project-permission.ts file @akhilmhdh ",2026-02-10T15:43:14.143000,Empty secret path grants unintended environment-wide access,security,high,8,"This comment identifies a security vulnerability where an empty secretPath in service token scopes would omit the path filter entirely, granting access to all secrets in an environment instead of denying access. This is a meaningful auth bypass that could expose sensitive data.",2026-02-10T18:36:08.497705+00:00
nvidia-holoscan/holohub,1342,feat: Add GstSrcOp and GstSrcResource for pushing Holoscan data to GStreamer,https://github.com/nvidia-holoscan/holohub/pull/1342,"**Promise may be set twice**
`monitor_loop()` calls `completion_promise_.set_value()` on internal termination paths (ERROR/EOS/NULL transition) and also unconditionally after the loop exits. If an internal path sets the promise and then later `stop()` sets `stop_flag_` and the loop reaches the bottom (e.g., if future exceptions occur or code is refactored), this will throw `std::future_error` (promise already satisfied).

Guard `set_value()` with a flag (or use `std::promise<void> p; std::atomic<bool> completed;`) so it is only satisfied once.",https://github.com/nvidia-holoscan/holohub/pull/1342#discussion_r2785029939,Fixed,2026-02-09T23:26:29.677000,Promise set twice causes std::future_error exception crash,concurrency,high,8,"This catches a real concurrency bug where completion_promise_.set_value() can be called multiple times (on ERROR/EOS/NULL transition paths and unconditionally after loop exit), which throws std::future_error and crashes the application. This is a meaningful runtime bug that would cause production failures.",2026-02-10T22:25:19.447601+00:00
